state,date,fips,cases,deaths,state_code,test
Iowa,2021-05-29,19,371331,6055,IA,0.3937342521179479
Kansas,2021-05-29,20,315860,5114,KS,0.03221608936043863
Kentucky,2021-05-29,21,460029,6938,KY,0.6489986278157394
Louisiana,2021-05-29,22,470685,10576,LA,0.1860415660289909
Maine,2021-05-29,23,67651,825,ME,0.8298437225854716
Maryland,2021-05-29,24,459740,9599,MD,0.3146079508357684
Massachusetts,2021-05-29,25,706783,17868,MA,0.8272239070380701
Michigan,2021-05-29,26,990177,20361,MI,0.5605384124544415
Minnesota,2021-05-29,27,601198,7511,MN,0.7107087248364823
Mississippi,2021-05-29,28,317407,7310,MS,0.4320279334670687
Missouri,2021-05-29,29,615075,9672,MO,0.0726411523027356
Montana,2021-05-29,30,111883,1613,MT,0.12687247611522223
Nebraska,2021-05-29,31,223667,2495,NE,0.15228708431480897
Nevada,2021-05-29,32,323748,5586,NV,0.42670774173200676
New Hampshire,2021-05-29,33,98699,1352,NH,0.07631754543280789
New Jersey,2021-05-29,34,1015889,26201,NJ,0.2686804157518984
New Mexico,2021-05-29,35,202821,4265,NM,0.6006362091711136
New York,2021-05-29,36,2099261,52724,NY,0.5967868138960211
North Carolina,2021-05-29,37,1001825,13101,NC,0.79542494577653
North Dakota,2021-05-29,38,109946,1543,ND,0.3220255336919814
Northern Mariana Islands,2021-05-29,69,183,2,,0.4775901081302878
Ohio,2021-05-29,39,1101557,19861,OH,0.27849338494636466
Oklahoma,2021-05-29,40,452777,7291,OK,0.1866282182763982
Oregon,2021-05-29,41,201005,2682,OR,0.9723973180838479
Pennsylvania,2021-05-29,42,1205950,27257,PA,0.48197076021083063
Puerto Rico,2021-05-29,72,172100,2499,,0.8791712217240782
Rhode Island,2021-05-29,44,151743,2708,RI,0.06378644485021823
South Carolina,2021-05-29,45,592912,9728,SC,0.31684018841327544
South Dakota,2021-05-29,46,124162,2010,SD,0.4202169783219216
Tennessee,2021-05-29,47,848003,12341,TN,0.4565772319981226
Texas,2021-05-29,48,2947615,51660,TX,0.29921851209877837
Utah,2021-05-29,49,405921,2301,UT,0.011399785935659046
Vermont,2021-05-29,50,24200,255,VT,0.32165585279950926
Virgin Islands,2021-05-29,78,3442,27,,0.6697959546394558
Virginia,2021-05-29,51,675165,11160,VA,0.3708437908313159
Washington,2021-05-29,53,437492,5809,WA,0.7649061736474886
West Virginia,2021-05-29,54,161287,2792,WV,0.15342633175853448
Wisconsin,2021-05-29,55,674216,7830,WI,0.4685001991392377
Wyoming,2021-05-29,56,60144,719,WY,0.9446684427324655
Alabama,2021-05-30,1,543405,11146,AL,0.11533610556163343
Alaska,2021-05-30,2,69627,352,AK,0.831113789342745
Arizona,2021-05-30,4,881089,17628,AZ,0.6108998895524911
Arkansas,2021-05-30,5,341351,5832,AR,0.9893942200330167
California,2021-05-30,6,3789496,63247,CA,0.013314966379318616
Colorado,2021-05-30,8,545874,6723,CO,0.6218974481888431
Connecticut,2021-05-30,9,347341,8238,CT,0.6259910570124138
Delaware,2021-05-30,10,108821,1661,DE,0.8022581274184438
District of Columbia,2021-05-30,11,48898,1132,DC,0.511228964962986
Florida,2021-05-30,12,2320810,36773,FL,0.2323461923575515
Georgia,2021-05-30,13,1098932,20180,GA,0.3914385232390477
Guam,2021-05-30,66,9125,140,,0.8211999082393258
Hawaii,2021-05-30,15,35008,497,HI,0.4739682917791146
Idaho,2021-05-30,16,192084,2092,ID,0.3665847722119646
Illinois,2021-05-30,17,1385670,25185,IL,0.47042963609473576
Indiana,2021-05-30,18,747032,13620,IN,0.9401015774552068
Iowa,2021-05-30,19,371384,6055,IA,0.29456693558140434
Kansas,2021-05-30,20,315860,5114,KS,0.15715341202349953
Kentucky,2021-05-30,21,460060,6938,KY,0.900413111171007
Louisiana,2021-05-30,22,470685,10576,LA,0.7693449562253469
Maine,2021-05-30,23,67738,825,ME,0.3957245302671831
Maryland,2021-05-30,24,459989,9607,MD,0.17140954699815625
Massachusetts,2021-05-30,25,706945,17872,MA,0.9498201915710962
Michigan,2021-05-30,26,990197,20361,MI,0.38623038297018286
Minnesota,2021-05-30,27,601477,7519,MN,0.5641416733746644
Mississippi,2021-05-30,28,317407,7310,MS,0.5095253133818025
Missouri,2021-05-30,29,615279,9674,MO,0.675578451314646
Montana,2021-05-30,30,111907,1613,MT,0.0984072729493154
Nebraska,2021-05-30,31,223666,2495,NE,0.8285514038494493
Nevada,2021-05-30,32,323748,5586,NV,0.06590676579521049
New Hampshire,2021-05-30,33,98726,1353,NH,0.8850835124223946
New Jersey,2021-05-30,34,1016135,26207,NJ,0.33459903468169927
New Mexico,2021-05-30,35,202821,4265,NM,0.287069242742784
New York,2021-05-30,36,2100109,52740,NY,0.8019622910586149
North Carolina,2021-05-30,37,1001893,13101,NC,0.9427215990003037
North Dakota,2021-05-30,38,109966,1543,ND,0.18304017635023007
Northern Mariana Islands,2021-05-30,69,183,2,,0.9113873609547135
Ohio,2021-05-30,39,1101934,19861,OH,0.20591529728034708
Oklahoma,2021-05-30,40,452777,7291,OK,0.9409282326719101
Oregon,2021-05-30,41,201260,2684,OR,0.7638330711017136
Pennsylvania,2021-05-30,42,1206440,27263,PA,0.5308415375665739
Puerto Rico,2021-05-30,72,172194,2501,,0.14041487675161468
Rhode Island,2021-05-30,44,151743,2708,RI,0.7987224429501556
South Carolina,2021-05-30,45,593092,9732,SC,0.9438143828787393
South Dakota,2021-05-30,46,124162,2010,SD,0.2523535948351956
Tennessee,2021-05-30,47,848010,12341,TN,0.06821637735098596
Texas,2021-05-30,48,2947780,51672,TX,0.8154171941165728
Utah,2021-05-30,49,406097,2301,UT,0.2928847739883914
Vermont,2021-05-30,50,24209,255,VT,0.9068461143961662
Virgin Islands,2021-05-30,78,3442,27,,0.4735191012321467
Virginia,2021-05-30,51,675392,11173,VA,0.2943763910193997
Washington,2021-05-30,53,437492,5809,WA,0.27588035487609097
West Virginia,2021-05-30,54,161287,2792,WV,0.7104129594430003
Wisconsin,2021-05-30,55,674216,7830,WI,0.8381066489501207
Wyoming,2021-05-30,56,60144,719,WY,0.45925437157707016
Alabama,2021-05-31,1,543405,11146,AL,0.924794612330652
Alaska,2021-05-31,2,69627,352,AK,0.9193521314131217
Arizona,2021-05-31,4,881450,17628,AZ,0.6411801180638461
Arkansas,2021-05-31,5,341381,5833,AR,0.21881657450072833
California,2021-05-31,6,3789883,63249,CA,0.9923776301162869
Colorado,2021-05-31,8,546168,6723,CO,0.39422158611512237
Connecticut,2021-05-31,9,347341,8238,CT,0.6136049273246045
Delaware,2021-05-31,10,108866,1661,DE,0.6044502880761954
District of Columbia,2021-05-31,11,48898,1132,DC,0.14693942285079253
Florida,2021-05-31,12,2320810,36773,FL,0.022431818368874312
Georgia,2021-05-31,13,1099169,20180,GA,0.5734699770964993
Guam,2021-05-31,66,9125,140,,0.09376361304637737
Hawaii,2021-05-31,15,35035,497,HI,0.8236014744773809
Idaho,2021-05-31,16,192084,2092,ID,0.27411601707061817
Illinois,2021-05-31,17,1386189,25223,IL,0.11846078912716307
Indiana,2021-05-31,18,747032,13620,IN,0.7156871852601179
Iowa,2021-05-31,19,371424,6055,IA,0.627953543988729
Kansas,2021-05-31,20,315860,5114,KS,0.642537581519769
Kentucky,2021-05-31,21,460060,6938,KY,0.37386152070647083
Louisiana,2021-05-31,22,470685,10576,LA,0.8941030886556416
Maine,2021-05-31,23,67780,825,ME,0.10540058224465332
Maryland,2021-05-31,24,460106,9614,MD,0.4077794700743942
Massachusetts,2021-05-31,25,706945,17872,MA,0.5074833796177959
Michigan,2021-05-31,26,990199,20361,MI,0.2631075550893909
Minnesota,2021-05-31,27,601477,7519,MN,0.12174253154983494
Mississippi,2021-05-31,28,317713,7316,MS,0.30945518592832166
Missouri,2021-05-31,29,615408,9676,MO,0.35305600244919655
Montana,2021-05-31,30,111928,1613,MT,0.8349107124714786
Nebraska,2021-05-31,31,223676,2495,NE,0.062519931740607
Nevada,2021-05-31,32,323748,5586,NV,0.7694025925278829
New Hampshire,2021-05-31,33,98726,1353,NH,0.7253225239082784
New Jersey,2021-05-31,34,1016332,26212,NJ,0.5276889132050313
New Mexico,2021-05-31,35,202821,4265,NM,0.9126820430348498
New York,2021-05-31,36,2100633,52758,NY,0.1876533461806731
North Carolina,2021-05-31,37,1001893,13101,NC,0.9265915614438374
North Dakota,2021-05-31,38,109975,1543,ND,0.7648980205356106
Northern Mariana Islands,2021-05-31,69,183,2,,0.8918297890658861
Ohio,2021-05-31,39,1101934,19861,OH,0.8355413660654981
Oklahoma,2021-05-31,40,453172,7291,OK,0.8363271479906692
Oregon,2021-05-31,41,201561,2700,OR,0.7066668452203749
Pennsylvania,2021-05-31,42,1206755,27268,PA,0.13611770152946034
Puerto Rico,2021-05-31,72,172305,2502,,0.8795603421980148
Rhode Island,2021-05-31,44,151743,2708,RI,0.40032019733121227
South Carolina,2021-05-31,45,593262,9736,SC,0.2241845339009283
South Dakota,2021-05-31,46,124191,2014,SD,0.4918147619093496
Tennessee,2021-05-31,47,848020,12341,TN,0.44600875190916467
Texas,2021-05-31,48,2947933,51673,TX,0.15854267528778254
Utah,2021-05-31,49,406240,2302,UT,0.07553612715256641
Vermont,2021-05-31,50,24220,255,VT,0.841672190388414
Virgin Islands,2021-05-31,78,3442,27,,0.38185060001112203
Virginia,2021-05-31,51,675538,11186,VA,0.20769709963984095
Washington,2021-05-31,53,437500,5809,WA,0.337452180645869
West Virginia,2021-05-31,54,161287,2792,WV,0.39028290520588216
Wisconsin,2021-05-31,55,674630,7856,WI,0.7352012052821653
Wyoming,2021-05-31,56,60144,719,WY,0.2377982913502279
Alabama,2021-06-01,1,544045,11156,AL,0.018748414332487195
Alaska,2021-06-01,2,69737,352,AK,0.2520396324743982
Arizona,2021-06-01,4,881454,17628,AZ,0.8339147899119217
Arkansas,2021-06-01,5,341450,5834,AR,0.8272914981614047
California,2021-06-01,6,3791188,63260,CA,0.38212662712058043
Colorado,2021-06-01,8,546596,6723,CO,0.09058773685421573
Connecticut,2021-06-01,9,347563,8244,CT,0.865575336864398
Delaware,2021-06-01,10,108894,1661,DE,0.8466926528798616
District of Columbia,2021-06-01,11,49000,1134,DC,0.33065103803442875
Florida,2021-06-01,12,2326747,36868,FL,0.5285635023414031
Georgia,2021-06-01,13,1099410,20181,GA,0.43218322313302526
Guam,2021-06-01,66,9142,140,,0.4341759207733351
Hawaii,2021-06-01,15,35090,497,HI,0.27645760580238476
Idaho,2021-06-01,16,192378,2092,ID,0.7345994384470548
Illinois,2021-06-01,17,1386620,25233,IL,0.5009546263191779
Indiana,2021-06-01,18,747549,13628,IN,0.8278191062657085
Iowa,2021-06-01,19,371473,6057,IA,0.2974099545380626
Kansas,2021-06-01,20,315863,5115,KS,0.6791642796756748
Kentucky,2021-06-01,21,460454,7109,KY,0.30224192858723375
Louisiana,2021-06-01,22,471663,10592,LA,0.9908283470254998
Maine,2021-06-01,23,67819,825,ME,0.6620173810158055
Maryland,2021-06-01,24,460207,9616,MD,0.6867146591881171
Massachusetts,2021-06-01,25,707131,17883,MA,0.8840460939973681
Michigan,2021-06-01,26,991174,20374,MI,0.00669435119224715
Minnesota,2021-06-01,27,601610,7520,MN,0.28935206158169213
Mississippi,2021-06-01,28,317755,7318,MS,0.9930885650236838
Missouri,2021-06-01,29,615552,9662,MO,0.2881005624369132
Montana,2021-06-01,30,111949,1613,MT,0.7666106798737813
Nebraska,2021-06-01,31,223796,2497,NE,0.6125855100911008
Nevada,2021-06-01,32,324262,5590,NV,0.974756518760688
New Hampshire,2021-06-01,33,98767,1353,NH,0.728101432326465
New Jersey,2021-06-01,34,1016490,26219,NJ,0.2813013850523056
New Mexico,2021-06-01,35,203151,4266,NM,0.14884546987718728
New York,2021-06-01,36,2101111,52784,NY,0.3511276707219829
North Carolina,2021-06-01,37,1003793,13118,NC,0.2615043415147651
North Dakota,2021-06-01,38,109993,1543,ND,0.6665773021921482
Northern Mariana Islands,2021-06-01,69,183,2,,0.20871366044070883
Ohio,2021-06-01,39,1102556,19861,OH,0.03137044759718477
Oklahoma,2021-06-01,40,453243,7291,OK,0.1055207431580597
Oregon,2021-06-01,41,201701,2703,OR,0.9339370933572889
Pennsylvania,2021-06-01,42,1207596,27270,PA,0.40697022381889236
Puerto Rico,2021-06-01,72,172372,2505,,0.6183914688878719
Rhode Island,2021-06-01,44,151844,2712,RI,0.0667633513695558
South Carolina,2021-06-01,45,593262,9736,SC,0.7078215098197829
South Dakota,2021-06-01,46,124191,2014,SD,0.27886362084433247
Tennessee,2021-06-01,47,848552,12356,TN,0.49122019323755495
Texas,2021-06-01,48,2948635,51689,TX,0.029987195308813774
Utah,2021-06-01,49,406352,2302,UT,0.6248366120199615
Vermont,2021-06-01,50,24224,255,VT,0.2668358865979531
Virgin Islands,2021-06-01,78,3465,27,,0.6808805590109545
Virginia,2021-06-01,51,675597,11194,VA,0.15131091891476645
Washington,2021-06-01,53,438918,5833,WA,0.14737759740587264
West Virginia,2021-06-01,54,161858,2797,WV,0.7264496086355063
Wisconsin,2021-06-01,55,674693,7875,WI,0.07037613512441143
Wyoming,2021-06-01,56,60364,720,WY,0.08336025252694701
Alabama,2021-06-02,1,544598,11167,AL,0.7025572229586741
Alaska,2021-06-02,2,69773,352,AK,0.5298564638890761
Arizona,2021-06-02,4,882369,17648,AZ,0.07482153073193587
Arkansas,2021-06-02,5,341692,5835,AR,0.3389031052086212
California,2021-06-02,6,3792111,63284,CA,0.4079520129321128
Colorado,2021-06-02,8,547128,6732,CO,0.2296189728654554
Connecticut,2021-06-02,9,347678,8247,CT,0.6764876136666925
Delaware,2021-06-02,10,108911,1666,DE,0.23549966220874752
District of Columbia,2021-06-02,11,49011,1135,DC,0.8696086262422745
Florida,2021-06-02,12,2327981,36923,FL,0.8273715816228262
Georgia,2021-06-02,13,1099886,20208,GA,0.42431161714130516
Guam,2021-06-02,66,9156,140,,0.4951660523380491
Hawaii,2021-06-02,15,35111,497,HI,0.9321343535879988
Idaho,2021-06-02,16,192552,2099,ID,0.5303661590043038
Illinois,2021-06-02,17,1387086,25241,IL,0.9343395692029254
Indiana,2021-06-02,18,747810,13637,IN,0.5898924785092362
Iowa,2021-06-02,19,371635,6061,IA,0.25877038376895234
Kansas,2021-06-02,20,316291,5115,KS,0.5965708485190099
Kentucky,2021-06-02,21,460741,7119,KY,0.7065190288726676
Louisiana,2021-06-02,22,472304,10595,LA,0.5871946735428226
Maine,2021-06-02,23,67880,827,ME,0.22897209049755718
Maryland,2021-06-02,24,460272,9622,MD,0.7411558941434768
Massachusetts,2021-06-02,25,707265,17886,MA,0.5874478857406441
Michigan,2021-06-02,26,991694,20408,MI,0.13086431222962946
Minnesota,2021-06-02,27,601738,7520,MN,0.34544634632617344
Mississippi,2021-06-02,28,317856,7322,MS,0.3456721836863329
Missouri,2021-06-02,29,616056,9696,MO,0.4964824095212347
Montana,2021-06-02,30,112109,1621,MT,0.9148861640627205
Nebraska,2021-06-02,31,223824,2500,NE,0.7464946840681431
Nevada,2021-06-02,32,324681,5593,NV,0.21291993915232832
New Hampshire,2021-06-02,33,98791,1353,NH,0.20881464914758352
New Jersey,2021-06-02,34,1016763,26239,NJ,0.482189543869193
New Mexico,2021-06-02,35,203222,4270,NM,0.6142259778881264
New York,2021-06-02,36,2101514,52793,NY,0.008508750307197
North Carolina,2021-06-02,37,1004203,13127,NC,0.5903201537903793
North Dakota,2021-06-02,38,110076,1543,ND,0.7692394500168046
Northern Mariana Islands,2021-06-02,69,183,2,,0.7092377837967089
Ohio,2021-06-02,39,1102890,19923,OH,0.36066671110152515
Oklahoma,2021-06-02,40,453285,7316,OK,0.5133823117974342
Oregon,2021-06-02,41,202078,2706,OR,0.00018731658748716296
Pennsylvania,2021-06-02,42,1208133,27315,PA,0.45168472484578426
Puerto Rico,2021-06-02,72,172386,2509,,0.5313387399187772
Rhode Island,2021-06-02,44,151895,2712,RI,0.952882365917985
South Carolina,2021-06-02,45,593526,9739,SC,0.5169687903833828
South Dakota,2021-06-02,46,124227,2019,SD,0.6507947544751462
Tennessee,2021-06-02,47,848881,12365,TN,0.13840464974037403
Texas,2021-06-02,48,2950982,51741,TX,0.6568240547466473
Utah,2021-06-02,49,406552,2305,UT,0.31690140642433684
Vermont,2021-06-02,50,24232,255,VT,0.9933287062022529
Virgin Islands,2021-06-02,78,3512,28,,0.4105520829271473
Virginia,2021-06-02,51,675783,11206,VA,0.9080172011011426
Washington,2021-06-02,53,439675,5845,WA,0.8401509345155641
West Virginia,2021-06-02,54,161967,2800,WV,0.7531556780212614
Wisconsin,2021-06-02,55,674952,7894,WI,0.6411033641655296
Wyoming,2021-06-02,56,60433,720,WY,0.3643774397643105
Alabama,2021-06-03,1,545028,11188,AL,0.09325809582309674
Alaska,2021-06-03,2,69826,352,AK,0.38875871425571107
Arizona,2021-06-03,4,882691,17653,AZ,0.9752263191471453
Arkansas,2021-06-03,5,341889,5842,AR,0.6815734982918754
California,2021-06-03,6,3793194,63340,CA,0.0813617309960506
Colorado,2021-06-03,8,547961,6746,CO,0.3073706308512385
Connecticut,2021-06-03,9,347748,8245,CT,0.6177930171444438
Delaware,2021-06-03,10,108957,1668,DE,0.5422442025511871
District of Columbia,2021-06-03,11,49041,1136,DC,0.7805228117304379
Florida,2021-06-03,12,2329859,36972,FL,0.3207782029855114
Georgia,2021-06-03,13,1100366,20238,GA,0.5100569954297989
Guam,2021-06-03,66,9162,140,,0.2233826595563917
Hawaii,2021-06-03,15,35152,498,HI,0.4367818446523323
Idaho,2021-06-03,16,192704,2103,ID,0.179963086674778
Illinois,2021-06-03,17,1387795,25265,IL,0.9160446682581915
Indiana,2021-06-03,18,749027,13657,IN,0.7356158296973025
Iowa,2021-06-03,19,371761,6065,IA,0.5641724149830075
Kansas,2021-06-03,20,316287,5115,KS,0.1524032352231326
Kentucky,2021-06-03,21,461055,7127,KY,0.9888397421933643
Louisiana,2021-06-03,22,472617,10605,LA,0.9105574440151846
Maine,2021-06-03,23,67986,837,ME,0.610297733612966
Maryland,2021-06-03,24,460406,9626,MD,0.8731724990997962
Massachusetts,2021-06-03,25,707523,17893,MA,0.8659043616475524
Michigan,2021-06-03,26,992221,20472,MI,0.04423314427582348
Minnesota,2021-06-03,27,601974,7530,MN,0.4147154563192429
Mississippi,2021-06-03,28,318048,7324,MS,0.4363865981772711
Missouri,2021-06-03,29,616722,9704,MO,0.10104943681496958
Montana,2021-06-03,30,112236,1627,MT,0.3629201714522903
Nebraska,2021-06-03,31,223871,2504,NE,0.1315458973086926
Nevada,2021-06-03,32,325031,5599,NV,0.5188345929894937
New Hampshire,2021-06-03,33,98840,1354,NH,0.6420659924706406
New Jersey,2021-06-03,34,1017044,26253,NJ,0.06719259969626201
New Mexico,2021-06-03,35,203330,4275,NM,0.5855230756788731
New York,2021-06-03,36,2102003,52811,NY,0.01514346766130048
North Carolina,2021-06-03,37,1004699,13147,NC,0.843903542541396
North Dakota,2021-06-03,38,110129,1546,ND,0.21975296386256782
Northern Mariana Islands,2021-06-03,69,183,2,,0.6886732465988523
Ohio,2021-06-03,39,1103380,19923,OH,0.12703640858117038
Oklahoma,2021-06-03,40,453400,7316,OK,0.3206261147934154
Oregon,2021-06-03,41,202286,2711,OR,0.7215697625991284
Pennsylvania,2021-06-03,42,1208879,27349,PA,0.5377913547847086
Puerto Rico,2021-06-03,72,172414,2512,,0.6184013893483294
Rhode Island,2021-06-03,44,151936,2715,RI,0.8158990935186122
South Carolina,2021-06-03,45,593628,9739,SC,0.5304495795755455
South Dakota,2021-06-03,46,124242,2020,SD,0.10172914081115791
Tennessee,2021-06-03,47,849162,12372,TN,0.5615895346224387
Texas,2021-06-03,48,2954086,51798,TX,0.49718378328369206
Utah,2021-06-03,49,406895,2308,UT,0.14627387807872405
Vermont,2021-06-03,50,24240,255,VT,0.8860985045845639
Virgin Islands,2021-06-03,78,3512,28,,0.9985215673051319
Virginia,2021-06-03,51,676041,11216,VA,0.9018935807751537
Washington,2021-06-03,53,440538,5866,WA,0.4801117558277397
West Virginia,2021-06-03,54,162111,2807,WV,0.11349839400502482
Wisconsin,2021-06-03,55,675152,7923,WI,0.45449065214641193
Wyoming,2021-06-03,56,60543,720,WY,0.5522531204304203
Alabama,2021-06-04,1,545585,11198,AL,0.4142299184444834
Alaska,2021-06-04,2,69886,352,AK,0.3784230601390558
Arizona,2021-06-04,4,883037,17673,AZ,0.9485463927031307
Arkansas,2021-06-04,5,342142,5845,AR,0.8001288527942073
California,2021-06-04,6,3794373,62965,CA,0.022069161939448967
Colorado,2021-06-04,8,548702,6753,CO,0.2688565925559607
Connecticut,2021-06-04,9,347891,8246,CT,0.3625058162228024
Delaware,2021-06-04,10,109005,1674,DE,0.6695969180420978
District of Columbia,2021-06-04,11,49068,1136,DC,0.9871062109953325
Florida,2021-06-04,12,2289332,36985,FL,0.9684744411773131
Georgia,2021-06-04,13,1100850,20279,GA,0.9558098527424994
Guam,2021-06-04,66,9173,140,,0.4512145671378447
Hawaii,2021-06-04,15,35217,498,HI,0.6757522608073329
Idaho,2021-06-04,16,192870,2103,ID,0.3843828323641313
Illinois,2021-06-04,17,1388428,25282,IL,0.7084303776134813
Indiana,2021-06-04,18,749471,13661,IN,0.24096871913095486
Iowa,2021-06-04,19,371863,6067,IA,0.052979905390003634
Kansas,2021-06-04,20,316626,5121,KS,0.983261089341303
Kentucky,2021-06-04,21,461450,7136,KY,0.038589291250412994
Louisiana,2021-06-04,22,472981,10615,LA,0.42923196266038743
Maine,2021-06-04,23,68057,838,ME,0.3453462550804577
Maryland,2021-06-04,24,460552,9630,MD,0.9739113668601007
Massachusetts,2021-06-04,25,707723,17903,MA,0.02604123309723383
Michigan,2021-06-04,26,992781,20496,MI,0.12457285885593095
Minnesota,2021-06-04,27,602227,7538,MN,0.7611048690867427
Mississippi,2021-06-04,28,318189,7325,MS,0.2363323310855937
Missouri,2021-06-04,29,617349,9718,MO,0.13833756016569643
Montana,2021-06-04,30,112366,1632,MT,0.3113663371077644
Nebraska,2021-06-04,31,223906,2512,NE,0.38455732495646733
Nevada,2021-06-04,32,325392,5600,NV,0.6876086490362959
New Hampshire,2021-06-04,33,98877,1355,NH,0.4028377727685498
New Jersey,2021-06-04,34,1017337,26265,NJ,0.6893558670749498
New Mexico,2021-06-04,35,203472,4282,NM,0.29676998253586706
New York,2021-06-04,36,2102760,52840,NY,0.9887001665012808
North Carolina,2021-06-04,37,1005366,13168,NC,0.35216246352544767
North Dakota,2021-06-04,38,110182,1546,ND,0.7170417218895626
Northern Mariana Islands,2021-06-04,69,183,2,,0.7759469900250234
Ohio,2021-06-04,39,1104001,19980,OH,0.7890566129698473
Oklahoma,2021-06-04,40,453552,7316,OK,0.435674488483174
Oregon,2021-06-04,41,202762,2717,OR,0.2707590866596774
Pennsylvania,2021-06-04,42,1209492,27380,PA,0.4414152285574936
Puerto Rico,2021-06-04,72,172488,2515,,0.12286957129294995
Rhode Island,2021-06-04,44,151992,2717,RI,0.33486908702213525
South Carolina,2021-06-04,45,593727,9744,SC,0.5305929037876865
South Dakota,2021-06-04,46,124261,2022,SD,0.16673658789683943
Tennessee,2021-06-04,47,849410,12376,TN,0.8430849673593758
Texas,2021-06-04,48,2955722,51845,TX,0.926046055345621
Utah,2021-06-04,49,407183,2311,UT,0.3959991830264108
Vermont,2021-06-04,50,24252,256,VT,0.6771624678639685
Virgin Islands,2021-06-04,78,3512,28,,0.23722307287877098
Virginia,2021-06-04,51,676300,11222,VA,0.1257662962593724
Washington,2021-06-04,53,441271,5881,WA,0.17449943002582113
West Virginia,2021-06-04,54,162232,2813,WV,0.7822007438779539
Wisconsin,2021-06-04,55,675363,7954,WI,0.9936017517061891
Wyoming,2021-06-04,56,60623,720,WY,0.9465912661074031
Alabama,2021-06-05,1,545585,11198,AL,0.9830298805877319
Alaska,2021-06-05,2,69886,352,AK,0.5551327085879212
Arizona,2021-06-05,4,883314,17698,AZ,0.7765581851621516
Arkansas,2021-06-05,5,342345,5846,AR,0.2561823666202889
California,2021-06-05,6,3795202,63000,CA,0.7437997096284839
Colorado,2021-06-05,8,549430,6756,CO,0.5498153847150199
Connecticut,2021-06-05,9,347891,8246,CT,0.19716364377169404
Delaware,2021-06-05,10,109070,1677,DE,0.1790432036254228
District of Columbia,2021-06-05,11,49068,1136,DC,0.7272583468856784
Florida,2021-06-05,12,2289332,36985,FL,0.3586107008519188
Georgia,2021-06-05,13,1101190,20322,GA,0.7857957611482722
Guam,2021-06-05,66,9173,140,,0.23896044618954781
Hawaii,2021-06-05,15,35281,499,HI,0.8641026376432003
Idaho,2021-06-05,16,192870,2103,ID,0.37712404667703125
Illinois,2021-06-05,17,1388953,25314,IL,0.33914670252528734
Indiana,2021-06-05,18,749890,13685,IN,0.9206924441777237
Iowa,2021-06-05,19,371956,6068,IA,0.19343351194554026
Kansas,2021-06-05,20,316626,5121,KS,0.04617794109773432
Kentucky,2021-06-05,21,461712,7140,KY,0.4482306595304132
Louisiana,2021-06-05,22,472981,10615,LA,0.60546315836507
Maine,2021-06-05,23,68154,839,ME,0.4464661208056294
Maryland,2021-06-05,24,460684,9639,MD,0.8137772770114903
Massachusetts,2021-06-05,25,707940,17907,MA,0.04768853326067224
Michigan,2021-06-05,26,993178,20573,MI,0.9595626413416292
Minnesota,2021-06-05,27,602521,7554,MN,0.6293947792519837
Mississippi,2021-06-05,28,318189,7325,MS,0.6874943586479056
Missouri,2021-06-05,29,617754,9723,MO,0.5019730761542396
Montana,2021-06-05,30,112366,1632,MT,0.058063024906286786
Nebraska,2021-06-05,31,223906,2512,NE,0.6678482606795771
Nevada,2021-06-05,32,325392,5600,NV,0.6189145594495731
New Hampshire,2021-06-05,33,98877,1355,NH,0.1384925352854276
New Jersey,2021-06-05,34,1017695,26273,NJ,0.23685821096071347
New Mexico,2021-06-05,35,203472,4282,NM,0.9561115511082822
New York,2021-06-05,36,2103612,52852,NY,0.2771627605956576
North Carolina,2021-06-05,37,1005366,13168,NC,0.7390308102339891
North Dakota,2021-06-05,38,110209,1547,ND,0.1730138215926874
Northern Mariana Islands,2021-06-05,69,183,2,,0.6644534138132017
Ohio,2021-06-05,39,1104380,19980,OH,0.8227484062144
Oklahoma,2021-06-05,40,453552,7316,OK,0.28719104497059167
Oregon,2021-06-05,41,203033,2718,OR,0.8253077242828595
Pennsylvania,2021-06-05,42,1209878,27404,PA,0.8726945092712949
Puerto Rico,2021-06-05,72,172564,2516,,0.2548405848473403
Rhode Island,2021-06-05,44,151992,2717,RI,0.7388380232289437
South Carolina,2021-06-05,45,593948,9752,SC,0.18211085482509848
South Dakota,2021-06-05,46,124261,2022,SD,0.2824186028931488
Tennessee,2021-06-05,47,849400,12376,TN,0.8090007553038174
Texas,2021-06-05,48,2957016,51874,TX,0.7311394462187123
Utah,2021-06-05,49,407489,2311,UT,0.9397120494816795
Vermont,2021-06-05,50,24252,256,VT,0.1783101665136112
Virgin Islands,2021-06-05,78,3512,28,,0.2564384639134123
Virginia,2021-06-05,51,676586,11229,VA,0.7310007768164749
Washington,2021-06-05,53,441926,5881,WA,0.3754476613512149
West Virginia,2021-06-05,54,162232,2813,WV,0.6681076507627226
Wisconsin,2021-06-05,55,675363,7954,WI,0.19871235904793627
Wyoming,2021-06-05,56,60623,720,WY,0.27001838477124507
Alabama,2021-06-06,1,545585,11198,AL,0.5428036051506812
Alaska,2021-06-06,2,69886,352,AK,0.4266785473996275
Arizona,2021-06-06,4,883821,17700,AZ,0.18540482520011847
Arkansas,2021-06-06,5,342433,5846,AR,0.43557272731118657
California,2021-06-06,6,3795959,63120,CA,0.7854110580226279
Colorado,2021-06-06,8,549873,6755,CO,0.31209089925381794
