state,date,fips,cases,deaths,state_code,test
Ohio,2020-07-24,39,81746,3297,OH,0.851304417856799
Oklahoma,2020-07-24,40,29116,484,OK,0.7225055951283952
Oregon,2020-07-24,41,16172,285,OR,0.8863749042463345
Pennsylvania,2020-07-24,42,110342,7162,PA,0.7908333873856337
Puerto Rico,2020-07-24,72,13967,191,,0.468109115844787
Rhode Island,2020-07-24,44,18224,1002,RI,0.958150258514087
South Carolina,2020-07-24,45,78607,1385,SC,0.6178873384239997
South Dakota,2020-07-24,46,8200,122,SD,0.17120586548300165
Tennessee,2020-07-24,47,86667,926,TN,0.457392028716749
Texas,2020-07-24,48,383662,4876,TX,0.6512929014997554
Utah,2020-07-24,49,37063,277,UT,0.5867508857002802
Vermont,2020-07-24,50,1385,56,VT,0.09892987218588645
Virgin Islands,2020-07-24,78,352,7,,0.0490487630059917
Virginia,2020-07-24,51,82364,2067,VA,0.740964824393492
Washington,2020-07-24,53,53278,1590,WA,0.8439184351511957
West Virginia,2020-07-24,54,5695,103,WV,0.40646217124315887
Wisconsin,2020-07-24,55,50895,887,WI,0.8749797058096377
Wyoming,2020-07-24,56,2405,25,WY,0.10272127888771398
Alabama,2020-07-25,1,78130,1456,AL,0.3973430032639097
Alaska,2020-07-25,2,2866,18,AK,0.910327115896766
Arizona,2020-07-25,4,160055,3288,AZ,0.3060289908097681
Arkansas,2020-07-25,5,37981,399,AR,0.9715588916713863
California,2020-07-25,6,453327,8428,CA,0.29222715528198107
Colorado,2020-07-25,8,43847,1795,CO,0.28626447432600965
Connecticut,2020-07-25,9,48776,4413,CT,0.24390591086212565
Delaware,2020-07-25,10,14175,579,DE,0.9131369160168984
District of Columbia,2020-07-25,11,11717,581,DC,0.6806324876766632
Florida,2020-07-25,12,414503,5776,FL,0.24869481187783626
Georgia,2020-07-25,13,151262,3421,GA,0.15639243309041762
Guam,2020-07-25,66,1306,6,,0.12230916055913543
Hawaii,2020-07-25,15,1597,25,HI,0.9578279753569982
Idaho,2020-07-25,16,17920,150,ID,0.5659963759642985
Illinois,2020-07-25,17,171669,7593,IL,0.19784645524086752
Indiana,2020-07-25,18,63030,2895,IN,0.6142058443018513
Iowa,2020-07-25,19,41886,826,IA,0.7775130821637178
Kansas,2020-07-25,20,25464,333,KS,0.9674647261253597
Kentucky,2020-07-25,21,27395,717,KY,0.9930588968930638
Louisiana,2020-07-25,22,103846,3715,LA,0.40527792687752096
Maine,2020-07-25,23,3790,119,ME,0.7141163722648033
Maryland,2020-07-25,24,83617,3433,MD,0.3516947127380664
Massachusetts,2020-07-25,25,115268,8510,MA,0.12718256479923717
Michigan,2020-07-25,26,85665,6402,MI,0.868457994141162
Minnesota,2020-07-25,27,50331,1611,MN,0.08727423467905504
Mississippi,2020-07-25,28,51097,1480,MS,0.36088952297724697
Missouri,2020-07-25,29,42310,1224,MO,0.6875283257712143
Montana,2020-07-25,30,3260,46,MT,0.24059244112256695
Nebraska,2020-07-25,31,24412,322,NE,0.5511921854432713
Nevada,2020-07-25,32,41993,733,NV,0.7329569827338663
New Hampshire,2020-07-25,33,6415,409,NH,0.8290406409726215
New Jersey,2020-07-25,34,180778,15776,NJ,0.46226909517473513
New Mexico,2020-07-25,35,18788,607,NM,0.6705677514016027
New York,2020-07-25,36,415911,32295,NY,0.9490479607078701
North Carolina,2020-07-25,37,111282,1801,NC,0.7727380714191598
North Dakota,2020-07-25,38,5740,103,ND,0.6587259339445439
Northern Mariana Islands,2020-07-25,69,40,2,,0.2756631549157256
Ohio,2020-07-25,39,83184,3297,OH,0.020123042178751827
Oklahoma,2020-07-25,40,30081,496,OK,0.444646499646308
Oregon,2020-07-25,41,16492,286,OR,0.3281028338329305
Pennsylvania,2020-07-25,42,111121,7167,PA,0.5212258126487833
Puerto Rico,2020-07-25,72,14540,201,,0.20220217376739125
Rhode Island,2020-07-25,44,18224,1002,RI,0.6329111935498924
South Carolina,2020-07-25,45,80008,1465,SC,0.04304212028043519
South Dakota,2020-07-25,46,8305,122,SD,0.17933517995040515
Tennessee,2020-07-25,47,88459,953,TN,0.24708235081558327
Texas,2020-07-25,48,391609,5002,TX,0.5433411075619662
Utah,2020-07-25,49,37623,278,UT,0.436569216471561
Vermont,2020-07-25,50,1396,56,VT,0.9742163775153603
Virgin Islands,2020-07-25,78,352,7,,0.8695006787794572
Virginia,2020-07-25,51,83609,2075,VA,0.4210435590731809
Washington,2020-07-25,53,53883,1591,WA,0.6642983811620191
West Virginia,2020-07-25,54,5821,103,WV,0.6747838274537926
Wisconsin,2020-07-25,55,51735,900,WI,0.41052715029708187
Wyoming,2020-07-25,56,2446,25,WY,0.3793272911814546
Alabama,2020-07-26,1,79294,1473,AL,0.44538793839746615
Alaska,2020-07-26,2,3100,18,AK,0.49495750908551095
Arizona,2020-07-26,4,162041,3313,AZ,0.027528862812675747
Arkansas,2020-07-26,5,38623,401,AR,0.12445020564450893
California,2020-07-26,6,459338,8451,CA,0.9856685432095518
Colorado,2020-07-26,8,44364,1795,CO,0.4086347553543289
Connecticut,2020-07-26,9,48776,4413,CT,0.6335675920983325
Delaware,2020-07-26,10,14290,579,DE,0.7184768498724771
District of Columbia,2020-07-26,11,11780,581,DC,0.06645586952861748
Florida,2020-07-26,12,423847,5853,FL,0.9731275686845327
Georgia,2020-07-26,13,153476,3424,GA,0.023293992117773166
Guam,2020-07-26,66,1306,6,,0.0013396041479228904
Hawaii,2020-07-26,15,1660,25,HI,0.9706752623216467
Idaho,2020-07-26,16,18262,150,ID,0.037716307336926325
Illinois,2020-07-26,17,173079,7595,IL,0.5050971136113576
Indiana,2020-07-26,18,63881,2903,IN,0.5399236887822413
Iowa,2020-07-26,19,42357,829,IA,0.8331154355141026
Kansas,2020-07-26,20,25649,335,KS,0.9319313400844479
Kentucky,2020-07-26,21,27682,718,KY,0.7676656474756772
Louisiana,2020-07-26,22,107686,3763,LA,0.1929409833373925
Maine,2020-07-26,23,3814,119,ME,0.2619140060346622
Maryland,2020-07-26,24,84306,3440,MD,0.3272229828992459
Massachusetts,2020-07-26,25,115637,8529,MA,0.3552445082878013
Michigan,2020-07-26,26,86750,6402,MI,0.14994115455385804
Minnesota,2020-07-26,27,51193,1614,MN,0.14472759976973382
Mississippi,2020-07-26,28,52304,1495,MS,0.8729797524231006
Missouri,2020-07-26,29,43477,1231,MO,0.23021529227336934
Montana,2020-07-26,30,3342,46,MT,0.5405441664843951
Nebraska,2020-07-26,31,24618,322,NE,0.01266777974305111
Nevada,2020-07-26,32,42919,734,NV,0.6163438591436189
New Hampshire,2020-07-26,33,6436,409,NH,0.5764633658146419
New Jersey,2020-07-26,34,181283,15787,NJ,0.16949100762472047
New Mexico,2020-07-26,35,19053,614,NM,0.07091309102574905
New York,2020-07-26,36,416443,32305,NY,0.5928208122982604
North Carolina,2020-07-26,37,112802,1807,NC,0.3372051907583836
North Dakota,2020-07-26,38,5880,103,ND,0.6903311133980916
Northern Mariana Islands,2020-07-26,69,40,2,,0.32187955995628026
Ohio,2020-07-26,39,84073,3307,OH,0.9986726926585878
Oklahoma,2020-07-26,40,31285,496,OK,0.6436968878408343
Oregon,2020-07-26,41,16764,291,OR,0.3798018463835654
Pennsylvania,2020-07-26,42,111773,7170,PA,0.68837997702498
Puerto Rico,2020-07-26,72,15143,201,,0.2226262415357413
Rhode Island,2020-07-26,44,18224,1002,RI,0.8145263124190419
South Carolina,2020-07-26,45,81199,1491,SC,0.9673782315383334
South Dakota,2020-07-26,46,8395,123,SD,0.3139191419085451
Tennessee,2020-07-26,47,91330,955,TN,0.8005888028121396
Texas,2020-07-26,48,395738,5090,TX,0.8015635856777059
Utah,2020-07-26,49,37973,278,UT,0.4324408087852233
Vermont,2020-07-26,50,1400,56,VT,0.7508260690276383
Virgin Islands,2020-07-26,78,361,7,,0.8870954101962579
Virginia,2020-07-26,51,84567,2078,VA,0.6904113748789319
Washington,2020-07-26,53,54421,1595,WA,0.19850636913492303
West Virginia,2020-07-26,54,5960,103,WV,0.3363830002273429
Wisconsin,2020-07-26,55,52685,901,WI,0.09349200851899098
Wyoming,2020-07-26,56,2475,25,WY,0.638786510653457
Alabama,2020-07-27,1,81115,1491,AL,0.3165695617024842
Alaska,2020-07-27,2,3204,19,AK,0.7901373842258222
Arizona,2020-07-27,4,163918,3320,AZ,0.939103455025335
Arkansas,2020-07-27,5,39447,408,AR,0.10587080304775565
California,2020-07-27,6,467103,8544,CA,0.945631853474972
Colorado,2020-07-27,8,44723,1800,CO,0.23899759835044188
Connecticut,2020-07-27,9,48983,4418,CT,0.8068162078572998
Delaware,2020-07-27,10,14406,579,DE,0.8124553529610782
District of Columbia,2020-07-27,11,11858,582,DC,0.23488167101193658
Florida,2020-07-27,12,432739,5930,FL,0.366118249795779
Georgia,2020-07-27,13,155907,3435,GA,0.05905670328708179
Guam,2020-07-27,66,1315,6,,0.9139412969932039
Hawaii,2020-07-27,15,1688,25,HI,0.7028383591501637
Idaho,2020-07-27,16,18836,159,ID,0.9476032146899361
Illinois,2020-07-27,17,174442,7619,IL,0.9965733179264681
Indiana,2020-07-27,18,64417,2906,IN,0.7524759482712202
Iowa,2020-07-27,19,42696,836,IA,0.810751278574837
Kansas,2020-07-27,20,26439,338,KS,0.6939833972767123
Kentucky,2020-07-27,21,28250,726,KY,0.1396994793942714
Louisiana,2020-07-27,22,110029,3786,LA,0.2537172549978428
Maine,2020-07-27,23,3832,119,ME,0.8407828258611315
Maryland,2020-07-27,24,85436,3447,MD,0.5973959474087797
Massachusetts,2020-07-27,25,115926,8536,MA,0.508779825787219
Michigan,2020-07-27,26,87329,6407,MI,0.8961404252590599
Minnesota,2020-07-27,27,51843,1616,MN,0.8663942263660104
Mississippi,2020-07-27,28,52957,1501,MS,0.04783742643511901
Missouri,2020-07-27,29,44813,1245,MO,0.5488609879369255
Montana,2020-07-27,30,3406,47,MT,0.5201577176874046
Nebraska,2020-07-27,31,24899,322,NE,0.6149311293555378
Nevada,2020-07-27,32,43880,739,NV,0.9503315402970132
New Hampshire,2020-07-27,33,6441,409,NH,0.3919070085959139
New Jersey,2020-07-27,34,181732,15804,NJ,0.21123591532278008
New Mexico,2020-07-27,35,19502,619,NM,0.9121425950996314
New York,2020-07-27,36,417056,32322,NY,0.8558503932388567
North Carolina,2020-07-27,37,114612,1815,NC,0.5025380944753799
North Dakota,2020-07-27,38,5990,103,ND,0.033495036640057374
Northern Mariana Islands,2020-07-27,69,40,2,,0.6683001097001856
Ohio,2020-07-27,39,85177,3344,OH,0.8625099795896735
Oklahoma,2020-07-27,40,32529,495,OK,0.24811881820115111
Oregon,2020-07-27,41,17122,289,OR,0.7353865351911206
Pennsylvania,2020-07-27,42,112995,7174,PA,0.4965010225347902
Puerto Rico,2020-07-27,72,15431,201,,0.25229022872944695
Rhode Island,2020-07-27,44,18515,1004,RI,0.23786310410558065
South Carolina,2020-07-27,45,82417,1506,SC,0.31015085654573815
South Dakota,2020-07-27,46,8444,123,SD,0.48771415144495
Tennessee,2020-07-27,47,93869,965,TN,0.12823564313807556
Texas,2020-07-27,48,402295,6292,TX,0.8132854041844979
Utah,2020-07-27,49,38439,285,UT,0.44122362492537226
Vermont,2020-07-27,50,1402,56,VT,0.4646313255304342
Virgin Islands,2020-07-27,78,375,7,,0.685528450978848
Virginia,2020-07-27,51,86072,2082,VA,0.8224138719178895
Washington,2020-07-27,53,55547,1610,WA,0.8414500093518963
West Virginia,2020-07-27,54,6054,106,WV,0.8963471383475793
Wisconsin,2020-07-27,55,53323,905,WI,0.29783738010564187
Wyoming,2020-07-27,56,2520,25,WY,0.7957666317189189
Alabama,2020-07-28,1,82366,1491,AL,0.3141170964277956
Alaska,2020-07-28,2,3348,20,AK,0.7988614341082902
Arizona,2020-07-28,4,165994,3424,AZ,0.08635306249449926
Arkansas,2020-07-28,5,40181,428,AR,0.4459614431592117
California,2020-07-28,6,474951,8716,CA,0.9565179821325871
Colorado,2020-07-28,8,45420,1809,CO,0.27671068878402016
Connecticut,2020-07-28,9,49077,4423,CT,0.7823303465082715
Delaware,2020-07-28,10,14476,580,DE,0.4416486349885457
District of Columbia,2020-07-28,11,11945,583,DC,0.5907659867179598
Florida,2020-07-28,12,441969,6116,FL,0.9168024599734844
Georgia,2020-07-28,13,160038,3488,GA,0.19477182673500448
Guam,2020-07-28,66,1318,6,,0.6450684977873571
Hawaii,2020-07-28,15,1734,25,HI,0.7934413260077978
Idaho,2020-07-28,16,19318,168,ID,0.9492691895455201
Illinois,2020-07-28,17,175588,7645,IL,0.5078309014112857
Indiana,2020-07-28,18,65258,2924,IN,0.31936772117257095
Iowa,2020-07-28,19,42928,839,IA,0.45715027011531784
Kansas,2020-07-28,20,26494,344,KS,0.10102137073927897
Kentucky,2020-07-28,21,28876,735,KY,0.7287607514774529
Louisiana,2020-07-28,22,111150,3812,LA,0.731066252338139
Maine,2020-07-28,23,3838,121,ME,0.16467908909001638
Maryland,2020-07-28,24,86091,3458,MD,0.7909846630030812
Massachusetts,2020-07-28,25,116182,8551,MA,0.3543537794704993
Michigan,2020-07-28,26,88025,6426,MI,0.14783680430000745
Minnesota,2020-07-28,27,52321,1620,MN,0.29029035767149713
Mississippi,2020-07-28,28,54299,1543,MS,0.6366012082780262
Missouri,2020-07-28,29,46225,1263,MO,0.43948824792308405
Montana,2020-07-28,30,3491,52,MT,0.34946431207267614
Nebraska,2020-07-28,31,25140,326,NE,0.07831654995796888
Nevada,2020-07-28,32,44991,760,NV,0.23414177736457842
New Hampshire,2020-07-28,33,6500,409,NH,0.6608227433428581
New Jersey,2020-07-28,34,182215,15825,NJ,0.4302726877607056
New Mexico,2020-07-28,35,19791,626,NM,0.7708191996198821
New York,2020-07-28,36,417591,32333,NY,0.24152993268617207
North Carolina,2020-07-28,37,116300,1847,NC,0.6042453049335641
North Dakota,2020-07-28,38,6145,104,ND,0.3772863582591388
Northern Mariana Islands,2020-07-28,69,40,2,,0.9581270330052448
Ohio,2020-07-28,39,86497,3382,OH,0.4886066449604719
Oklahoma,2020-07-28,40,33757,509,OK,0.25393453227292806
Oregon,2020-07-28,41,17419,305,OR,0.10446789469313411
Pennsylvania,2020-07-28,42,114129,7197,PA,0.838444593991966
Puerto Rico,2020-07-28,72,15840,209,,0.9874960609438436
Rhode Island,2020-07-28,44,18725,1005,RI,0.01303027143340274
South Carolina,2020-07-28,45,84109,1565,SC,0.13843333671671498
South Dakota,2020-07-28,46,8492,123,SD,0.9927551445575716
Tennessee,2020-07-28,47,96318,988,TN,0.006877312161331139
Texas,2020-07-28,48,412849,6518,TX,0.9105715066345679
Utah,2020-07-28,49,38877,290,UT,0.6246968738850738
Vermont,2020-07-28,50,1405,56,VT,0.7546897213227087
Virgin Islands,2020-07-28,78,375,7,,0.036939172901605866
Virginia,2020-07-28,51,86994,2095,VA,0.68957860990698
Washington,2020-07-28,53,56575,1632,WA,0.3697263473350635
West Virginia,2020-07-28,54,6173,111,WV,0.9497428792431927
Wisconsin,2020-07-28,55,54114,916,WI,0.6829365435146859
Wyoming,2020-07-28,56,2589,26,WY,0.7043912655126522
Alabama,2020-07-29,1,83782,1538,AL,1.7062325881611606e-05
Alaska,2020-07-29,2,3440,20,AK,0.457804382319678
Arizona,2020-07-29,4,168361,3470,AZ,0.3240479440751213
Arkansas,2020-07-29,5,40968,434,AR,0.7560157335972892
California,2020-07-29,6,486039,8884,CA,0.882878025108216
Colorado,2020-07-29,8,45885,1826,CO,0.7807172329354714
Connecticut,2020-07-29,9,49540,4425,CT,0.9429824266764925
Delaware,2020-07-29,10,14602,581,DE,0.29843835187833123
District of Columbia,2020-07-29,11,11999,584,DC,0.347205413591941
Florida,2020-07-29,12,451415,6332,FL,0.2804653276879958
Georgia,2020-07-29,13,163547,3566,GA,0.07490169755723963
Guam,2020-07-29,66,1320,6,,0.5243533545336276
Hawaii,2020-07-29,15,1842,25,HI,0.8708787541101403
Idaho,2020-07-29,16,19810,176,ID,0.09452705423759578
Illinois,2020-07-29,17,176967,7661,IL,0.34483948516741025
Indiana,2020-07-29,18,65918,2932,IN,0.09744703618254291
Iowa,2020-07-29,19,43623,854,IA,0.11802069614338073
Kansas,2020-07-29,20,27177,349,KS,0.8642957807440569
Kentucky,2020-07-29,21,29479,746,KY,0.1825918839257158
Louisiana,2020-07-29,22,112887,3883,LA,0.6858860029496509
Maine,2020-07-29,23,3866,121,ME,0.04596520998590847
Maryland,2020-07-29,24,86846,3478,MD,0.08024747463024595
Massachusetts,2020-07-29,25,116684,8580,MA,0.24852699478939355
Michigan,2020-07-29,26,89026,6426,MI,0.8740083376206169
Minnesota,2020-07-29,27,52987,1629,MN,0.5984499571951678
Mississippi,2020-07-29,28,55804,1563,MS,0.6645775476372555
Missouri,2020-07-29,29,47683,1269,MO,0.5167557281151984
Montana,2020-07-29,30,3695,54,MT,0.9517260718116525
Nebraska,2020-07-29,31,25448,331,NE,0.8535143651927096
Nevada,2020-07-29,32,45937,782,NV,0.7869315268275503
New Hampshire,2020-07-29,33,6513,411,NH,0.6659371539066872
New Jersey,2020-07-29,34,182641,15798,NJ,0.11599640859748617
New Mexico,2020-07-29,35,20136,632,NM,0.02175803606183979
New York,2020-07-29,36,418302,32342,NY,0.20292686067675525
North Carolina,2020-07-29,37,118027,1889,NC,0.6320166667086429
North Dakota,2020-07-29,38,6231,106,ND,0.9500600705479546
Northern Mariana Islands,2020-07-29,69,40,2,,0.6731579767165204
Ohio,2020-07-29,39,87893,3422,OH,0.3357190297390763
Oklahoma,2020-07-29,40,34605,523,OK,0.6538534358739259
Oregon,2020-07-29,41,17805,313,OR,0.36933617864149304
Pennsylvania,2020-07-29,42,114984,7219,PA,0.08463405104065047
Puerto Rico,2020-07-29,72,16061,211,,0.6920263372728146
Rhode Island,2020-07-29,44,18800,1007,RI,0.7355493789534086
South Carolina,2020-07-29,45,85846,1615,SC,0.7828229595429551
South Dakota,2020-07-29,46,8641,129,SD,0.4864866368235755
Tennessee,2020-07-29,47,98145,1008,TN,0.3060435763600222
Texas,2020-07-29,48,421891,6834,TX,0.2226518118831553
Utah,2020-07-29,49,39339,297,UT,0.829165762602068
Vermont,2020-07-29,50,1406,56,VT,0.1414762558428796
Virgin Islands,2020-07-29,78,385,8,,0.7917297987544079
Virginia,2020-07-29,51,87993,2125,VA,0.12497521324622185
Washington,2020-07-29,53,57299,1642,WA,0.9431331593491408
West Virginia,2020-07-29,54,6326,112,WV,0.9021931379159123
Wisconsin,2020-07-29,55,55119,920,WI,0.87420528731989
Wyoming,2020-07-29,56,2628,26,WY,0.9019314722846669
Alabama,2020-07-30,1,85762,1565,AL,0.24919487118398065
Alaska,2020-07-30,2,3557,21,AK,0.4319217980570088
Arizona,2020-07-30,4,170905,3628,AZ,0.046270694074396435
Arkansas,2020-07-30,5,41759,442,AR,0.2084186926879693
California,2020-07-30,6,494269,9009,CA,0.5434509862791466
Colorado,2020-07-30,8,46338,1826,CO,0.6436580621583039
Connecticut,2020-07-30,9,49670,4431,CT,0.9242815736455243
Delaware,2020-07-30,10,14689,581,DE,0.17215083519451035
District of Columbia,2020-07-30,11,12057,584,DC,0.6993348247507263
Florida,2020-07-30,12,461371,6585,FL,0.5204603718920139
Georgia,2020-07-30,13,167545,3596,GA,0.7198708155684329
Guam,2020-07-30,66,1323,6,,0.15456672942994987
Hawaii,2020-07-30,15,1966,25,HI,0.5358282746459869
Idaho,2020-07-30,16,20378,180,ID,0.16841186228485794
Illinois,2020-07-30,17,178832,7677,IL,0.8701956972213981
Indiana,2020-07-30,18,66883,2946,IN,0.8872743061409122
Iowa,2020-07-30,19,44285,865,IA,0.7561244572885747
Kansas,2020-07-30,20,27244,357,KS,0.21647636181731844
Kentucky,2020-07-30,21,30132,748,KY,0.12981111695633596
Louisiana,2020-07-30,22,114595,3925,LA,0.007135752914231186
Maine,2020-07-30,23,3888,122,ME,0.4962437685563337
Maryland,2020-07-30,24,87740,3488,MD,0.6313803346898956
Massachusetts,2020-07-30,25,117098,8595,MA,0.39208340288824983
Michigan,2020-07-30,26,89926,6446,MI,0.3554452064771374
Minnesota,2020-07-30,27,53732,1634,MN,0.2683114225260552
Mississippi,2020-07-30,28,57579,1611,MS,0.2847101218671416
Missouri,2020-07-30,29,49671,1288,MO,0.256565771044716
Montana,2020-07-30,30,3829,55,MT,0.8500781442077383
Nebraska,2020-07-30,31,25766,333,NE,0.3452601324681286
Nevada,2020-07-30,32,47034,805,NV,0.0059065129036453
New Hampshire,2020-07-30,33,6544,415,NH,0.2881655091194505
New Jersey,2020-07-30,34,182845,15809,NJ,0.5905101995609614
New Mexico,2020-07-30,35,20388,635,NM,0.12550784382739033
New York,2020-07-30,36,419081,32362,NY,0.9172076679440069
North Carolina,2020-07-30,37,120391,1929,NC,0.1833110051736393
North Dakota,2020-07-30,38,6305,107,ND,0.08914183488310101
Northern Mariana Islands,2020-07-30,69,42,2,,0.5972565587730904
Ohio,2020-07-30,39,89626,3442,OH,0.7219333756325258
Oklahoma,2020-07-30,40,35710,536,OK,0.452487408689345
Oregon,2020-07-30,41,18166,318,OR,0.09410244853680771
Pennsylvania,2020-07-30,42,115853,7248,PA,0.7072127780006445
Puerto Rico,2020-07-30,72,16572,214,,0.9872514666993191
Rhode Island,2020-07-30,44,18950,1007,RI,0.9502854712366628
South Carolina,2020-07-30,45,87572,1667,SC,0.8781492787482562
South Dakota,2020-07-30,46,8685,129,SD,0.9809732084039606
Tennessee,2020-07-30,47,100166,1022,TN,0.3241144610153014
Texas,2020-07-30,48,432134,6987,TX,0.17871428979019166
Utah,2020-07-30,49,39714,303,UT,0.017499306853541063
Vermont,2020-07-30,50,1407,57,VT,0.7432021743205461
Virgin Islands,2020-07-30,78,385,8,,0.15187564938160514
Virginia,2020-07-30,51,88904,2141,VA,0.482308896168414
Washington,2020-07-30,53,58099,1652,WA,0.6577867207983313
West Virginia,2020-07-30,54,6422,115,WV,0.5228278264004199
Wisconsin,2020-07-30,55,56111,928,WI,0.6592432204989206
Wyoming,2020-07-30,56,2686,26,WY,0.43421680237949956
Alabama,2020-07-31,1,87723,1580,AL,0.5995222751555215
Alaska,2020-07-31,2,3675,21,AK,0.6057923350503571
Arizona,2020-07-31,4,174108,3695,AZ,0.5163494274608693
Arkansas,2020-07-31,5,42511,453,AR,0.2823715248464501
California,2020-07-31,6,502273,9222,CA,0.33730834880279503
Colorado,2020-07-31,8,46948,1841,CO,0.8786638533559509
Connecticut,2020-07-31,9,49810,4432,CT,0.9129932887003225
Delaware,2020-07-31,10,14788,585,DE,0.3277571311625912
District of Columbia,2020-07-31,11,12126,585,DC,0.03694619236415264
Florida,2020-07-31,12,470378,6842,FL,0.547158354799144
Georgia,2020-07-31,13,171342,3674,GA,0.31414938560001904
Guam,2020-07-31,66,1325,6,,0.6642825111218225
Hawaii,2020-07-31,15,2088,25,HI,0.29477802098239614
Idaho,2020-07-31,16,20853,193,ID,0.44660324978984645
Illinois,2020-07-31,17,180701,7703,IL,0.9309582239992906
Indiana,2020-07-31,18,67800,2965,IN,0.16933638747227375
Iowa,2020-07-31,19,44753,872,IA,0.20280414276729275
Kansas,2020-07-31,20,28121,358,KS,0.5944795082252909
Kentucky,2020-07-31,21,30981,753,KY,0.27723511519078414
Louisiana,2020-07-31,22,116394,3949,LA,0.38446665079020914
Maine,2020-07-31,23,3912,123,ME,0.5707239694445435
Maryland,2020-07-31,24,88907,3493,MD,0.05871788514211729
Massachusetts,2020-07-31,25,117612,8609,MA,0.5000532365471162
Michigan,2020-07-31,26,90752,6453,MI,0.24839814838273866
Minnesota,2020-07-31,27,54503,1640,MN,0.8628612329611406
Mississippi,2020-07-31,28,58747,1663,MS,0.07312664999346385
Missouri,2020-07-31,29,51074,1305,MO,0.6110114120005337
Montana,2020-07-31,30,3977,60,MT,0.40497009116489946
Nebraska,2020-07-31,31,26211,338,NE,0.5680029705153192
Nevada,2020-07-31,32,48142,831,NV,0.3460307775970687
New Hampshire,2020-07-31,33,6583,415,NH,0.5457623344152616
New Jersey,2020-07-31,34,183535,15819,NJ,0.3353929982978401
New Mexico,2020-07-31,35,20600,642,NM,0.4820484895416589
New York,2020-07-31,36,419723,32372,NY,0.43573711531951165
North Carolina,2020-07-31,37,122370,1947,NC,0.5916548289549138
North Dakota,2020-07-31,38,6473,107,ND,0.5818871689779646
Northern Mariana Islands,2020-07-31,69,42,2,,0.36238266938934927
Ohio,2020-07-31,39,91159,3489,OH,0.6561610534137124
Oklahoma,2020-07-31,40,36456,541,OK,0.7949180009741093
Oregon,2020-07-31,41,18510,325,OR,0.24260432020193867
Pennsylvania,2020-07-31,42,116787,7261,PA,0.7626765277783205
Puerto Rico,2020-07-31,72,16781,219,,0.14902664385117737
Rhode Island,2020-07-31,44,19022,1007,RI,0.06164976589677129
South Carolina,2020-07-31,45,89016,1712,SC,0.09071750931336964
South Dakota,2020-07-31,46,8764,130,SD,0.6274683710712639
Tennessee,2020-07-31,47,103144,1047,TN,0.86339047322485
Texas,2020-07-31,48,443090,7273,TX,0.30565015399658657
Utah,2020-07-31,49,40258,308,UT,0.6311193101346027
Vermont,2020-07-31,50,1414,57,VT,0.35234755431462517
Virgin Islands,2020-07-31,78,406,8,,0.0018985834166876936
Virginia,2020-07-31,51,89888,2174,VA,0.05731543098595504
Washington,2020-07-31,53,58725,1653,WA,0.7466838149433616
West Virginia,2020-07-31,54,6642,116,WV,0.9195679545642453
Wisconsin,2020-07-31,55,57020,943,WI,0.8451035414641469
Wyoming,2020-07-31,56,2726,26,WY,0.06408771703063232
Alabama,2020-08-01,1,89349,1603,AL,0.864130910741163
Alaska,2020-08-01,2,3825,22,AK,0.5567515048723886
Arizona,2020-08-01,4,177019,3753,AZ,0.04280838581048585
Arkansas,2020-08-01,5,43173,458,AR,0.6589869225403039
California,2020-08-01,6,509507,9365,CA,0.4202817550087723
Colorado,2020-08-01,8,47357,1846,CO,0.02550841954162608
Connecticut,2020-08-01,9,49810,4432,CT,0.25210273452968845
Delaware,2020-08-01,10,14877,585,DE,0.9058580266130608
District of Columbia,2020-08-01,11,12205,585,DC,0.2721360656387779
Florida,2020-08-01,12,480020,7021,FL,0.5168586485206483
Georgia,2020-08-01,13,174834,3744,GA,0.5457929214320645
Guam,2020-08-01,66,1328,6,,0.5347573672470171
Hawaii,2020-08-01,15,2174,25,HI,0.5471753446579075
Idaho,2020-08-01,16,21231,197,ID,0.7395811252194148
Illinois,2020-08-01,17,182232,7707,IL,0.34387997779406043
Indiana,2020-08-01,18,68773,2971,IN,0.6602999062513554
Iowa,2020-08-01,19,45293,874,IA,0.061497611733328794
Kansas,2020-08-01,20,28147,358,KS,0.7174407534261343
Kentucky,2020-08-01,21,31612,758,KY,0.44965262696634245
Louisiana,2020-08-01,22,116394,3949,LA,0.2586178820001741
Maine,2020-08-01,23,3937,123,ME,0.9077817092746753
Maryland,2020-08-01,24,89925,3506,MD,0.6493408104982811
Massachusetts,2020-08-01,25,118040,8626,MA,0.45642124935290507
Michigan,2020-08-01,26,91450,6460,MI,0.733723467500002
Minnesota,2020-08-01,27,55228,1646,MN,0.9865719500011046
Mississippi,2020-08-01,28,59881,1693,MS,0.2899832579099111
Missouri,2020-08-01,29,52012,1311,MO,0.9473527282758809
Montana,2020-08-01,30,4081,61,MT,0.34968590181134507
Nebraska,2020-08-01,31,26391,338,NE,0.8534807150560317
Nevada,2020-08-01,32,49207,832,NV,0.8166468906200512
New Hampshire,2020-08-01,33,6613,416,NH,0.0237358316537013
New Jersey,2020-08-01,34,183904,15830,NJ,0.20754827572506407
New Mexico,2020-08-01,35,20796,651,NM,0.15286309982530355
New York,2020-08-01,36,420477,32390,NY,0.4512982244464122
North Carolina,2020-08-01,37,124015,1989,NC,0.20174006934485667
